"TagId";"EntityId";"CreationDate"
548;209;"2021-09-08 12:51:32"
550;209;"2021-09-08 12:51:32"
551;209;"2021-09-08 12:51:32"
552;209;"2021-09-08 12:51:32"
553;209;"2021-09-08 12:51:32"
555;209;"2021-09-08 12:51:32"
556;209;"2021-09-08 12:51:32"
480;209;"2021-09-08 12:51:32"
488;209;"2021-09-08 12:51:32"
489;209;"2021-09-08 12:51:32"
490;209;"2021-09-08 12:51:32"
492;209;"2021-09-08 12:51:32"
495;209;"2021-09-08 12:51:32"
500;209;"2021-09-08 12:51:32"
501;209;"2021-09-08 12:51:32"
505;209;"2021-09-08 12:51:32"
511;209;"2021-09-08 12:51:32"
512;209;"2021-09-08 12:51:32"
513;209;"2021-09-08 12:51:33"
517;209;"2021-09-08 12:51:33"
518;209;"2021-09-08 12:51:33"
519;209;"2021-09-08 12:51:33"
521;209;"2021-09-08 12:51:33"
522;209;"2021-09-08 12:51:33"
626;210;"2021-09-08 12:51:56"
625;210;"2021-09-08 12:51:56"
596;210;"2021-09-08 12:51:56"
597;210;"2021-09-08 12:51:56"
587;210;"2021-09-08 12:51:56"
626;226;"2021-09-08 12:52:01"
581;226;"2021-09-08 12:52:01"
596;226;"2021-09-08 12:52:01"
587;226;"2021-09-08 12:52:01"
591;226;"2021-09-08 12:52:01"
592;226;"2021-09-08 12:52:01"
588;226;"2021-09-08 12:52:01"
604;226;"2021-09-08 12:52:01"
612;226;"2021-09-08 12:52:01"
614;226;"2021-09-08 12:52:01"
572;226;"2021-09-08 12:52:01"
573;226;"2021-09-08 12:52:01"
574;226;"2021-09-08 12:52:01"
579;226;"2021-09-08 12:52:01"
580;226;"2021-09-08 12:52:01"
468;226;"2021-09-08 12:52:01"
463;226;"2021-09-08 12:52:01"
523;226;"2021-09-08 12:52:01"
540;226;"2021-09-08 12:52:01"
480;226;"2021-09-08 12:52:01"
495;226;"2021-09-08 12:52:01"
626;212;"2021-09-08 12:52:04"
581;212;"2021-09-08 12:52:04"
596;212;"2021-09-08 12:52:04"
598;212;"2021-09-08 12:52:04"
599;212;"2021-09-08 12:52:04"
601;212;"2021-09-08 12:52:04"
602;212;"2021-09-08 12:52:04"
587;212;"2021-09-08 12:52:04"
590;212;"2021-09-08 12:52:04"
588;212;"2021-09-08 12:52:04"
589;212;"2021-09-08 12:52:04"
594;212;"2021-09-08 12:52:04"
604;212;"2021-09-08 12:52:04"
606;212;"2021-09-08 12:52:04"
607;212;"2021-09-08 12:52:04"
609;212;"2021-09-08 12:52:04"
612;212;"2021-09-08 12:52:04"
613;212;"2021-09-08 12:52:04"
465;212;"2021-09-08 12:52:04"
469;212;"2021-09-08 12:52:04"
472;212;"2021-09-08 12:52:04"
468;212;"2021-09-08 12:52:04"
466;212;"2021-09-08 12:52:04"
523;212;"2021-09-08 12:52:04"
543;212;"2021-09-08 12:52:05"
546;212;"2021-09-08 12:52:05"
547;212;"2021-09-08 12:52:05"
552;212;"2021-09-08 12:52:05"
480;212;"2021-09-08 12:52:05"
517;212;"2021-09-08 12:52:05"
522;212;"2021-09-08 12:52:05"
626;154;"2021-09-08 12:52:06"
581;154;"2021-09-08 12:52:06"
596;154;"2021-09-08 12:52:06"
598;154;"2021-09-08 12:52:06"
599;154;"2021-09-08 12:52:06"
601;154;"2021-09-08 12:52:06"
587;154;"2021-09-08 12:52:06"
595;154;"2021-09-08 12:52:06"
590;154;"2021-09-08 12:52:07"
592;154;"2021-09-08 12:52:07"
559;154;"2021-09-08 12:52:07"
560;154;"2021-09-08 12:52:07"
570;154;"2021-09-08 12:52:07"
604;154;"2021-09-08 12:52:07"
606;154;"2021-09-08 12:52:07"
607;154;"2021-09-08 12:52:07"
572;154;"2021-09-08 12:52:07"
575;154;"2021-09-08 12:52:07"
576;154;"2021-09-08 12:52:07"
578;154;"2021-09-08 12:52:07"
579;154;"2021-09-08 12:52:07"
465;154;"2021-09-08 12:52:07"
464;154;"2021-09-08 12:52:07"
468;154;"2021-09-08 12:52:07"
466;154;"2021-09-08 12:52:07"
523;154;"2021-09-08 12:52:07"
525;154;"2021-09-08 12:52:07"
541;154;"2021-09-08 12:52:07"
538;154;"2021-09-08 12:52:07"
540;154;"2021-09-08 12:52:07"
546;154;"2021-09-08 12:52:07"
547;154;"2021-09-08 12:52:07"
555;154;"2021-09-08 12:52:07"
480;154;"2021-09-08 12:52:07"
626;236;"2021-09-08 12:52:09"
620;236;"2021-09-08 12:52:09"
622;236;"2021-09-08 12:52:09"
621;236;"2021-09-08 12:52:09"
618;236;"2021-09-08 12:52:09"
596;236;"2021-09-08 12:52:09"
598;236;"2021-09-08 12:52:09"
599;236;"2021-09-08 12:52:09"
601;236;"2021-09-08 12:52:09"
602;236;"2021-09-08 12:52:09"
603;236;"2021-09-08 12:52:09"
587;236;"2021-09-08 12:52:09"
594;236;"2021-09-08 12:52:09"
593;236;"2021-09-08 12:52:09"
559;236;"2021-09-08 12:52:09"
561;236;"2021-09-08 12:52:09"
563;236;"2021-09-08 12:52:09"
567;236;"2021-09-08 12:52:09"
570;236;"2021-09-08 12:52:09"
604;236;"2021-09-08 12:52:09"
606;236;"2021-09-08 12:52:09"
607;236;"2021-09-08 12:52:09"
616;236;"2021-09-08 12:52:09"
608;236;"2021-09-08 12:52:09"
609;236;"2021-09-08 12:52:10"
605;236;"2021-09-08 12:52:10"
610;236;"2021-09-08 12:52:10"
611;236;"2021-09-08 12:52:10"
612;236;"2021-09-08 12:52:10"
613;236;"2021-09-08 12:52:10"
614;236;"2021-09-08 12:52:10"
615;236;"2021-09-08 12:52:10"
572;236;"2021-09-08 12:52:10"
573;236;"2021-09-08 12:52:10"
576;236;"2021-09-08 12:52:10"
578;236;"2021-09-08 12:52:10"
636;236;"2021-09-08 12:52:10"
635;236;"2021-09-08 12:52:10"
638;236;"2021-09-08 12:52:10"
633;236;"2021-09-08 12:52:10"
639;236;"2021-09-08 12:52:10"
637;236;"2021-09-08 12:52:10"
629;236;"2021-09-08 12:52:10"
631;236;"2021-09-08 12:52:10"
630;236;"2021-09-08 12:52:10"
640;236;"2021-09-08 12:52:10"
632;236;"2021-09-08 12:52:10"
634;236;"2021-09-08 12:52:10"
628;236;"2021-09-08 12:52:10"
465;236;"2021-09-08 12:52:10"
468;236;"2021-09-08 12:52:10"
477;236;"2021-09-08 12:52:10"
475;236;"2021-09-08 12:52:10"
476;236;"2021-09-08 12:52:10"
523;236;"2021-09-08 12:52:10"
546;236;"2021-09-08 12:52:10"
480;236;"2021-09-08 12:52:10"
626;219;"2021-09-08 12:52:14"
587;219;"2021-09-08 12:52:14"
589;219;"2021-09-08 12:52:14"
464;219;"2021-09-08 12:52:14"
480;219;"2021-09-08 12:52:14"
505;219;"2021-09-08 12:52:14"
626;217;"2021-09-08 12:52:16"
625;217;"2021-09-08 12:52:16"
581;217;"2021-09-08 12:52:16"
596;217;"2021-09-08 12:52:16"
599;217;"2021-09-08 12:52:16"
587;217;"2021-09-08 12:52:16"
592;217;"2021-09-08 12:52:16"
588;217;"2021-09-08 12:52:16"
594;217;"2021-09-08 12:52:16"
593;217;"2021-09-08 12:52:16"
604;217;"2021-09-08 12:52:16"
606;217;"2021-09-08 12:52:16"
607;217;"2021-09-08 12:52:16"
605;217;"2021-09-08 12:52:16"
612;217;"2021-09-08 12:52:16"
572;217;"2021-09-08 12:52:16"
579;217;"2021-09-08 12:52:16"
629;217;"2021-09-08 12:52:16"
628;217;"2021-09-08 12:52:16"
465;217;"2021-09-08 12:52:16"
468;217;"2021-09-08 12:52:16"
463;217;"2021-09-08 12:52:16"
619;186;"2021-09-08 12:52:18"
581;186;"2021-09-08 12:52:18"
596;186;"2021-09-08 12:52:18"
587;186;"2021-09-08 12:52:18"
591;186;"2021-09-08 12:52:18"
590;186;"2021-09-08 12:52:18"
592;186;"2021-09-08 12:52:18"
588;186;"2021-09-08 12:52:18"
589;186;"2021-09-08 12:52:18"
594;186;"2021-09-08 12:52:18"
593;186;"2021-09-08 12:52:18"
604;186;"2021-09-08 12:52:18"
606;186;"2021-09-08 12:52:18"
607;186;"2021-09-08 12:52:18"
608;186;"2021-09-08 12:52:18"
609;186;"2021-09-08 12:52:18"
605;186;"2021-09-08 12:52:19"
612;186;"2021-09-08 12:52:19"
614;186;"2021-09-08 12:52:19"
572;186;"2021-09-08 12:52:19"
573;186;"2021-09-08 12:52:19"
574;186;"2021-09-08 12:52:19"
636;186;"2021-09-08 12:52:19"
635;186;"2021-09-08 12:52:19"
638;186;"2021-09-08 12:52:19"
633;186;"2021-09-08 12:52:19"
639;186;"2021-09-08 12:52:19"
628;186;"2021-09-08 12:52:19"
463;186;"2021-09-08 12:52:19"
477;186;"2021-09-08 12:52:19"
475;186;"2021-09-08 12:52:19"
523;186;"2021-09-08 12:52:19"
540;186;"2021-09-08 12:52:19"
480;186;"2021-09-08 12:52:19"
500;186;"2021-09-08 12:52:19"
505;186;"2021-09-08 12:52:19"
626;149;"2021-09-08 12:52:22"
581;149;"2021-09-08 12:52:22"
596;149;"2021-09-08 12:52:22"
599;149;"2021-09-08 12:52:22"
587;149;"2021-09-08 12:52:22"
588;149;"2021-09-08 12:52:22"
594;149;"2021-09-08 12:52:22"
593;149;"2021-09-08 12:52:22"
604;149;"2021-09-08 12:52:22"
607;149;"2021-09-08 12:52:22"
609;149;"2021-09-08 12:52:22"
605;149;"2021-09-08 12:52:22"
612;149;"2021-09-08 12:52:22"
613;149;"2021-09-08 12:52:22"
614;149;"2021-09-08 12:52:22"
572;149;"2021-09-08 12:52:22"
574;149;"2021-09-08 12:52:22"
635;149;"2021-09-08 12:52:22"
633;149;"2021-09-08 12:52:22"
629;149;"2021-09-08 12:52:22"
630;149;"2021-09-08 12:52:22"
640;149;"2021-09-08 12:52:22"
628;149;"2021-09-08 12:52:22"
463;149;"2021-09-08 12:52:22"
523;149;"2021-09-08 12:52:22"
540;149;"2021-09-08 12:52:22"
626;207;"2021-09-08 12:52:24"
625;207;"2021-09-08 12:52:24"
623;207;"2021-09-08 12:52:24"
581;207;"2021-09-08 12:52:24"
596;207;"2021-09-08 12:52:24"
599;207;"2021-09-08 12:52:24"
600;207;"2021-09-08 12:52:24"
587;207;"2021-09-08 12:52:24"
588;207;"2021-09-08 12:52:24"
589;207;"2021-09-08 12:52:24"
594;207;"2021-09-08 12:52:24"
604;207;"2021-09-08 12:52:24"
469;207;"2021-09-08 12:52:24"
626;218;"2021-09-08 12:52:27"
625;218;"2021-09-08 12:52:27"
596;218;"2021-09-08 12:52:27"
597;218;"2021-09-08 12:52:27"
598;218;"2021-09-08 12:52:27"
599;218;"2021-09-08 12:52:27"
628;218;"2021-09-08 12:52:27"
465;218;"2021-09-08 12:52:27"
470;218;"2021-09-08 12:52:27"
523;218;"2021-09-08 12:52:27"
534;218;"2021-09-08 12:52:27"
624;190;"2021-09-08 12:53:46"
626;190;"2021-09-08 12:53:47"
625;190;"2021-09-08 12:53:47"
620;190;"2021-09-08 12:53:47"
621;190;"2021-09-08 12:53:47"
623;190;"2021-09-08 12:53:47"
581;190;"2021-09-08 12:53:47"
583;190;"2021-09-08 12:53:47"
596;190;"2021-09-08 12:53:47"
597;190;"2021-09-08 12:53:47"
598;190;"2021-09-08 12:53:47"
599;190;"2021-09-08 12:53:47"
600;190;"2021-09-08 12:53:47"
601;190;"2021-09-08 12:53:47"
602;190;"2021-09-08 12:53:47"
603;190;"2021-09-08 12:53:47"
587;190;"2021-09-08 12:53:47"
591;190;"2021-09-08 12:53:47"
595;190;"2021-09-08 12:53:47"
590;190;"2021-09-08 12:53:47"
592;190;"2021-09-08 12:53:47"
588;190;"2021-09-08 12:53:47"
589;190;"2021-09-08 12:53:47"
594;190;"2021-09-08 12:53:47"
593;190;"2021-09-08 12:53:47"
559;190;"2021-09-08 12:53:47"
560;190;"2021-09-08 12:53:47"
571;190;"2021-09-08 12:53:47"
564;190;"2021-09-08 12:53:47"
565;190;"2021-09-08 12:53:47"
566;190;"2021-09-08 12:53:47"
570;190;"2021-09-08 12:53:47"
604;190;"2021-09-08 12:53:47"
606;190;"2021-09-08 12:53:47"
607;190;"2021-09-08 12:53:47"
616;190;"2021-09-08 12:53:47"
608;190;"2021-09-08 12:53:47"
609;190;"2021-09-08 12:53:47"
605;190;"2021-09-08 12:53:47"
610;190;"2021-09-08 12:53:47"
611;190;"2021-09-08 12:53:47"
612;190;"2021-09-08 12:53:47"
613;190;"2021-09-08 12:53:47"
614;190;"2021-09-08 12:53:47"
615;190;"2021-09-08 12:53:47"
572;190;"2021-09-08 12:53:47"
573;190;"2021-09-08 12:53:47"
574;190;"2021-09-08 12:53:47"
575;190;"2021-09-08 12:53:47"
576;190;"2021-09-08 12:53:47"
577;190;"2021-09-08 12:53:47"
578;190;"2021-09-08 12:53:47"
579;190;"2021-09-08 12:53:47"
580;190;"2021-09-08 12:53:47"
467;190;"2021-09-08 12:53:47"
478;190;"2021-09-08 12:53:47"
473;190;"2021-09-08 12:53:47"
465;190;"2021-09-08 12:53:47"
471;190;"2021-09-08 12:53:47"
474;190;"2021-09-08 12:53:47"
464;190;"2021-09-08 12:53:47"
463;190;"2021-09-08 12:53:47"
466;190;"2021-09-08 12:53:47"
477;190;"2021-09-08 12:53:48"
475;190;"2021-09-08 12:53:48"
476;190;"2021-09-08 12:53:48"
523;190;"2021-09-08 12:53:48"
546;190;"2021-09-08 12:53:48"
480;190;"2021-09-08 12:53:48"
625;216;"2021-09-08 12:53:49"
620;216;"2021-09-08 12:53:49"
622;216;"2021-09-08 12:53:49"
621;216;"2021-09-08 12:53:49"
618;216;"2021-09-08 12:53:49"
581;216;"2021-09-08 12:53:49"
596;216;"2021-09-08 12:53:49"
587;216;"2021-09-08 12:53:49"
559;216;"2021-09-08 12:53:49"
604;216;"2021-09-08 12:53:49"
572;216;"2021-09-08 12:53:49"
480;216;"2021-09-08 12:53:49"
624;223;"2021-09-08 12:53:51"
626;223;"2021-09-08 12:53:51"
625;223;"2021-09-08 12:53:51"
621;223;"2021-09-08 12:53:51"
619;223;"2021-09-08 12:53:51"
623;223;"2021-09-08 12:53:51"
596;223;"2021-09-08 12:53:51"
599;223;"2021-09-08 12:53:51"
587;223;"2021-09-08 12:53:51"
591;223;"2021-09-08 12:53:51"
590;223;"2021-09-08 12:53:51"
559;223;"2021-09-08 12:53:51"
560;223;"2021-09-08 12:53:51"
604;223;"2021-09-08 12:53:51"
606;223;"2021-09-08 12:53:51"
607;223;"2021-09-08 12:53:51"
616;223;"2021-09-08 12:53:51"
608;223;"2021-09-08 12:53:51"
609;223;"2021-09-08 12:53:51"
605;223;"2021-09-08 12:53:51"
611;223;"2021-09-08 12:53:51"
612;223;"2021-09-08 12:53:51"
613;223;"2021-09-08 12:53:51"
614;223;"2021-09-08 12:53:51"
615;223;"2021-09-08 12:53:51"
572;223;"2021-09-08 12:53:51"
573;223;"2021-09-08 12:53:51"
574;223;"2021-09-08 12:53:51"
575;223;"2021-09-08 12:53:51"
576;223;"2021-09-08 12:53:51"
577;223;"2021-09-08 12:53:51"
578;223;"2021-09-08 12:53:51"
579;223;"2021-09-08 12:53:51"
465;223;"2021-09-08 12:53:51"
474;223;"2021-09-08 12:53:51"
464;223;"2021-09-08 12:53:51"
468;223;"2021-09-08 12:53:51"
463;223;"2021-09-08 12:53:51"
466;223;"2021-09-08 12:53:51"
477;223;"2021-09-08 12:53:51"
475;223;"2021-09-08 12:53:51"
476;223;"2021-09-08 12:53:51"
546;223;"2021-09-08 12:53:51"
557;223;"2021-09-08 12:53:51"
480;223;"2021-09-08 12:53:51"
513;223;"2021-09-08 12:53:51"
518;223;"2021-09-08 12:53:51"
621;164;"2021-09-08 12:53:56"
596;164;"2021-09-08 12:53:56"
587;164;"2021-09-08 12:53:56"
590;164;"2021-09-08 12:53:56"
588;164;"2021-09-08 12:53:56"
589;164;"2021-09-08 12:53:56"
593;164;"2021-09-08 12:53:56"
559;164;"2021-09-08 12:53:56"
560;164;"2021-09-08 12:53:56"
565;164;"2021-09-08 12:53:56"
604;164;"2021-09-08 12:53:56"
606;164;"2021-09-08 12:53:56"
608;164;"2021-09-08 12:53:56"
609;164;"2021-09-08 12:53:56"
605;164;"2021-09-08 12:53:56"
572;164;"2021-09-08 12:53:56"
573;164;"2021-09-08 12:53:56"
574;164;"2021-09-08 12:53:56"
465;164;"2021-09-08 12:53:56"
464;164;"2021-09-08 12:53:56"
466;164;"2021-09-08 12:53:56"
523;164;"2021-09-08 12:53:56"
527;164;"2021-09-08 12:53:56"
530;164;"2021-09-08 12:53:56"
531;164;"2021-09-08 12:53:56"
534;164;"2021-09-08 12:53:56"
537;164;"2021-09-08 12:53:56"
541;164;"2021-09-08 12:53:56"
538;164;"2021-09-08 12:53:56"
539;164;"2021-09-08 12:53:56"
540;164;"2021-09-08 12:53:56"
544;164;"2021-09-08 12:53:56"
626;193;"2021-09-08 12:53:58"
581;193;"2021-09-08 12:53:58"
596;193;"2021-09-08 12:53:58"
597;193;"2021-09-08 12:53:58"
599;193;"2021-09-08 12:53:58"
587;193;"2021-09-08 12:53:58"
593;193;"2021-09-08 12:53:58"
636;193;"2021-09-08 12:53:58"
635;193;"2021-09-08 12:53:58"
634;193;"2021-09-08 12:53:58"
628;193;"2021-09-08 12:53:58"
476;193;"2021-09-08 12:53:58"
523;193;"2021-09-08 12:53:58"
626;191;"2021-09-08 12:54:01"
581;191;"2021-09-08 12:54:01"
596;191;"2021-09-08 12:54:01"
599;191;"2021-09-08 12:54:01"
587;191;"2021-09-08 12:54:01"
588;191;"2021-09-08 12:54:01"
589;191;"2021-09-08 12:54:01"
594;191;"2021-09-08 12:54:01"
593;191;"2021-09-08 12:54:01"
604;191;"2021-09-08 12:54:01"
606;191;"2021-09-08 12:54:01"
607;191;"2021-09-08 12:54:01"
609;191;"2021-09-08 12:54:01"
605;191;"2021-09-08 12:54:01"
612;191;"2021-09-08 12:54:01"
614;191;"2021-09-08 12:54:01"
572;191;"2021-09-08 12:54:01"
573;191;"2021-09-08 12:54:01"
574;191;"2021-09-08 12:54:01"
463;191;"2021-09-08 12:54:01"
523;191;"2021-09-08 12:54:01"
540;191;"2021-09-08 12:54:01"
621;177;"2021-09-08 12:54:03"
559;177;"2021-09-08 12:54:03"
561;177;"2021-09-08 12:54:03"
571;177;"2021-09-08 12:54:03"
564;177;"2021-09-08 12:54:03"
604;177;"2021-09-08 12:54:03"
606;177;"2021-09-08 12:54:03"
607;177;"2021-09-08 12:54:03"
608;177;"2021-09-08 12:54:04"
609;177;"2021-09-08 12:54:04"
605;177;"2021-09-08 12:54:04"
612;177;"2021-09-08 12:54:04"
613;177;"2021-09-08 12:54:04"
614;177;"2021-09-08 12:54:04"
572;177;"2021-09-08 12:54:04"
473;177;"2021-09-08 12:54:04"
465;177;"2021-09-08 12:54:04"
471;177;"2021-09-08 12:54:04"
474;177;"2021-09-08 12:54:04"
469;177;"2021-09-08 12:54:04"
464;177;"2021-09-08 12:54:04"
468;177;"2021-09-08 12:54:04"
463;177;"2021-09-08 12:54:04"
470;177;"2021-09-08 12:54:04"
466;177;"2021-09-08 12:54:04"
523;177;"2021-09-08 12:54:04"
480;177;"2021-09-08 12:54:04"
618;230;"2021-09-08 12:54:06"
559;230;"2021-09-08 12:54:06"
569;230;"2021-09-08 12:54:06"
628;230;"2021-09-08 12:54:06"
467;230;"2021-09-08 12:54:06"
465;230;"2021-09-08 12:54:06"
466;230;"2021-09-08 12:54:06"
477;230;"2021-09-08 12:54:06"
475;230;"2021-09-08 12:54:06"
476;230;"2021-09-08 12:54:06"
523;230;"2021-09-08 12:54:06"
542;230;"2021-09-08 12:54:06"
543;230;"2021-09-08 12:54:06"
546;230;"2021-09-08 12:54:06"
549;230;"2021-09-08 12:54:06"
556;230;"2021-09-08 12:54:06"
480;230;"2021-09-08 12:54:06"
488;230;"2021-09-08 12:54:06"
489;230;"2021-09-08 12:54:06"
490;230;"2021-09-08 12:54:06"
492;230;"2021-09-08 12:54:06"
500;230;"2021-09-08 12:54:06"
509;230;"2021-09-08 12:54:06"
513;230;"2021-09-08 12:54:07"
517;230;"2021-09-08 12:54:07"
520;230;"2021-09-08 12:54:07"
521;230;"2021-09-08 12:54:07"
626;157;"2021-09-08 12:54:09"
581;157;"2021-09-08 12:54:09"
596;157;"2021-09-08 12:54:09"
597;157;"2021-09-08 12:54:09"
599;157;"2021-09-08 12:54:09"
603;157;"2021-09-08 12:54:09"
587;157;"2021-09-08 12:54:09"
589;157;"2021-09-08 12:54:09"
594;157;"2021-09-08 12:54:09"
604;157;"2021-09-08 12:54:09"
616;157;"2021-09-08 12:54:09"
572;157;"2021-09-08 12:54:09"
573;157;"2021-09-08 12:54:09"
632;157;"2021-09-08 12:54:09"
628;157;"2021-09-08 12:54:09"
463;157;"2021-09-08 12:54:09"
523;157;"2021-09-08 12:54:09"
546;157;"2021-09-08 12:54:09"
480;157;"2021-09-08 12:54:09"
493;157;"2021-09-08 12:54:09"
495;157;"2021-09-08 12:54:09"
502;157;"2021-09-08 12:54:09"
504;157;"2021-09-08 12:54:09"
505;157;"2021-09-08 12:54:09"
506;157;"2021-09-08 12:54:09"
