entity_id,group_id
248,117
250,117
251,117
143,118
248,118
250,118
251,118
244,120
248,120
248,121
244,122
248,123
245,124
143,125
250,125
251,125
143,126
245,126
248,126
251,126
248,127
250,127
251,127
143,128
245,128
250,128
248,129
143,130
251,130
251,131
143,132
251,132
245,133
245,134
143,135
250,135
